-7.4766,0.82826,-0.28656,-2.4452,0.62952,2.2429,0.31679,1.4877,-1.5782,0.0093044,0,
-7.014,-4.4046,-3.2917,1.1465,0.66002,-0.94096,-0.97106,-0.69763,-1.8145,-1.2203,0,
-5.9628,0.05705,0.74331,-3.6302,-0.19087,-1.3978,-1.1787,-0.41918,-0.53037,0.10712,0,
-8.7321,-2.8135,-0.12434,-2.1456,1.733,0.56662,0.62121,4.1715,-0.13036,-1.0248,0,
-9.0484,-1.6889,-5.5568,-3.3757,-0.57767,-3.3176,-2.1154,-1.7088,-0.49607,-1.3818,0,
-4.7545,-0.73457,0.7205,0.2817,0.65449,-0.38736,-0.17924,-0.24304,0.77465,-0.37978,0,
-5.071,3.1005,0.34162,1.4361,1.7113,-1.7838,-0.53503,-0.1746,-2.3552,1.6256,0,
-8.9532,0.43472,-3.1741,-2.815,-0.032968,-1.7122,0.26182,1.371,-0.16918,-0.8091,0,
-6.7779,-2.3334,3.3502,0.74726,-0.040416,-0.29459,1.4787,-1.6707,0.42924,1.9298,0,
-4.0391,0.40408,-1.0933,1.3742,0.70454,-0.89615,-0.31963,-2.8954,0.07641,0.38684,0,
-3.6467,2.2581,-1.4819,-3.1204,-0.91884,-0.17257,0.73875,1.288,-0.51157,-1.5256,0,
-9.622,-0.51731,1.7246,3.3998,0.18806,-1.0798,-1.0998,-1.8034,2.7004,-1.9992,0,
-1.8039,1.3719,1.8878,2.2969,-0.92127,-2.2765,-0.07689,-1.0227,1.5986,1.9576,0,
-0.87546,0.010246,-0.49578,-0.40713,1.4204,-0.64031,-0.26749,0.57545,-0.12471,0.97065,0,
-12.2002,-3.0124,3.1018,1.898,-0.55238,-0.33241,-0.10944,-0.46,0.83924,0.18931,0,
-8.552,4.0216,1.5681,-2.0548,-0.5449,-0.58757,-2.3938,-0.67852,-0.060234,0.37638,0,
-5.684,-1.6128,-0.29276,-1.9226,0.3603,0.57652,-0.10931,-0.85178,0.8354,0.04733,0,
-7.2841,2.1115,-3.0499,-1.4555,1.8902,3.6264,-0.049647,-0.93635,-0.95404,1.5145,0,
-3.6501,1.652,1.8416,-1.126,0.88627,1.9268,1.0414,-0.48138,-1.2779,-0.12478,0,
-6.7065,3.507,2.1855,1.7041,0.31894,1.7469,0.13149,0.65817,1.7672,0.94597,0,
-3.313,-3.4601,-2.3757,1.1955,-2.2527,-0.11811,-0.17129,-0.54072,0.019475,-1.5333,0,
-8.1476,-3.4534,0.0010789,-1.0582,1.6936,-0.60061,2.3774,0.32841,-0.83632,0.48849,0,
-6.8807,3.43,2.4619,0.97592,0.22216,-0.23466,0.12797,-1.9422,-1.3403,2.5167,0,
-6.1694,-4.3605,-2.4092,0.87626,2.7657,-2.9255,-0.65051,0.4315,-1.7984,0.86361,0,
-3.8725,-2.0144,-1.304,-2.116,1.4059,-0.57089,1.2141,-1.6822,3.0239,0.54192,0,
-2.8222,-3.2412,-1.6741,-2.9987,-0.92014,0.84522,1.4198,1.8548,1.3054,-0.7186,0,
-6.7349,-2.2398,1.1955,0.73215,-2.314,0.51518,-0.15488,0.31345,0.3802,0.19751,0,
