,0,1,2,3,4,5,6,7,8,9,10
0,-6.2338743,0.23347983,0.25680465,0.6264008,-0.046625413,-0.5021045,0.1518357,0.10025368,1.0019289,0.16663796,0.38200772
1,-6.6761284,0.29281276,0.097749285,0.105020285,-0.102597065,0.12523589,0.06623457,-0.039829373,0.7369398,-0.011685316,0.11836556
2,-5.988542,0.26001248,0.50271475,0.6051546,-0.018622484,-0.22329478,-0.13581482,0.01693803,0.8295649,0.08850542,-0.018959936
3,-8.846183,0.51922226,0.8926529,0.19089018,-0.68074214,0.26857978,-0.11993108,0.2155142,1.4432633,0.07613615,0.45133454
4,-8.078471,0.16322395,0.10271964,0.22477037,-0.11905516,-0.6746227,-0.35527545,-0.25084493,1.3361964,0.12958036,-0.17521179
5,-5.7634096,0.1136813,0.33697295,0.34041438,-0.43249038,-0.11656799,0.045654077,0.014813334,0.61556315,0.30957103,0.18278685
6,-4.523255,-0.0047655683,0.3783867,0.41903222,-0.4495527,0.028333243,0.059721377,0.2835263,0.37939015,-0.116968535,0.22596908
7,-4.6885734,0.16216171,0.50356394,0.21687423,-0.0076318365,-0.33513883,-0.27935457,0.11661034,0.41783097,-0.05699409,0.16019812
8,-5.5370917,0.18263248,0.2150054,0.44915777,-0.16141987,-0.25753444,0.1572084,0.069192536,1.0457056,0.509485,0.45247337
9,-5.167044,0.12800698,0.52729577,0.6819904,-0.27066433,-0.38604432,0.30163637,0.39373913,0.67019975,-0.17482899,0.2810883
10,-6.5223436,0.20814508,0.54115593,-0.06695794,-0.2791128,0.12688334,0.26614666,0.0969333,1.1664147,0.17086141,0.3553333
11,-4.0246825,-0.023927037,0.31646547,0.20315138,-0.28317034,-0.18741876,-0.17987414,0.028211039,0.45208842,0.029217027,-0.028493378
12,-5.9663267,0.04263831,0.31138405,-0.15179418,-0.27196938,-0.08873943,-0.3992523,0.021487463,0.30548722,0.016358666,0.11121417
13,-5.6090994,-0.05047813,0.24972542,0.5096684,-0.0849433,-0.39482918,-0.30606744,0.082634695,0.5051893,0.23472935,-0.060894195
14,-6.1222157,0.49859506,0.30394173,0.815484,-0.24624257,0.01642724,-0.04619261,0.1532902,0.86847603,0.07464413,0.22448845
15,-4.342462,0.21232253,0.55405354,0.38908204,-0.35864574,0.15055083,0.039787333,0.33417085,0.58791184,-0.08695989,0.22415641
16,-6.35831,0.23429883,0.29499426,0.5942347,-0.30936766,-0.15356693,0.09064375,0.14772545,0.8653021,0.28315488,0.058209572
17,-7.8105164,1.0324738,0.13405335,0.32029837,-0.18589655,-0.21394448,-0.12896244,-0.3401478,1.3173796,0.22819422,0.17423654
18,-6.0051413,0.23103845,0.55611277,0.5960826,-0.18112339,-0.410019,-0.09452475,0.043128867,0.85497594,-0.031793248,0.1715087
19,-5.073967,0.37639004,0.017947752,0.22055908,-0.3064308,-0.26800716,-0.12348466,-0.043644205,0.7794093,0.3091982,0.11634657
20,-6.8592234,0.4809407,0.24839672,0.12977779,-0.26527607,-0.1256436,0.14071724,0.15908287,0.8066443,0.27135667,0.17607063
21,-7.9650993,0.34566206,0.66298324,0.019773513,-0.5924223,0.018213581,-0.29878274,-0.008125412,0.52529395,0.21841183,0.48637387
22,-7.242827,0.7017377,0.18546674,0.010083829,-0.3228239,0.122187875,0.14017518,-0.012430525,1.1285735,0.009985538,0.31365693
23,-4.671883,0.49342084,0.031840634,0.2313807,-0.06884078,-0.012529308,0.19683123,0.035034947,0.6935812,0.23431814,0.21841615
24,-5.8040576,0.094997704,0.16568236,0.39953923,0.23491319,-0.4808805,0.46392295,0.29305458,0.93995464,0.29128894,0.39610207
25,-4.5582175,0.3491105,0.33714977,0.4871364,-0.34135243,0.15142125,0.1939218,0.16833837,0.65977395,-0.07722574,0.23086041
26,-6.2456036,0.1275365,0.66636014,0.47229508,-0.3915554,-0.057501554,-0.0017088242,-0.21077211,0.72751176,-0.054211933,0.23854959
27,-5.6202736,0.3321921,0.5134126,0.20656537,-0.08373824,-0.29126945,-0.10595125,-7.91233e-05,0.6990887,0.015302925,0.25858554
