,0,1,2,3,4,5,6,7,8,9,10
0,-5.741467,2.6636405,0.36260474,0.31463936,1.931099,-0.6509618,-0.60508806,-0.07898048,0.8127319,0.7048318,0.016036648
1,-12.757402,-3.1836665,-5.570595,0.9185088,0.03224729,1.1625007,-1.3081017,-1.8791246,-1.0342469,1.696773,0.050299145
2,-8.124509,-1.9180583,1.5887445,1.0032207,0.3423825,-2.4809227,-2.1928992,-1.8760535,-0.24544685,-1.445099,0.037718985
3,-4.3550296,2.3076766,1.5214303,0.41259834,1.6839509,-0.5848392,-0.19270147,0.25449577,0.49876976,1.3379949,0.18906188
4,-6.011928,1.7939458,-1.3722947,0.76545227,0.40011123,-1.0646152,-1.6919043,1.392545,1.3528336,-1.9010059,0.034138
5,-7.0508785,1.9393893,-1.7223955,1.9085244,0.977603,1.199229,0.0012919139,0.67366356,0.49838936,-0.5629293,-0.052034117
6,-7.064851,2.245453,-0.0001288075,0.12347974,-0.8042396,-0.26542154,-0.39501682,0.5727371,2.8018284,-3.329485,0.11404721
7,-7.702692,-1.7382013,1.24168,1.2526569,-1.6403074,-2.175549,-0.4573124,0.38816217,-0.7151514,-1.5008324,0.2318336
8,-2.3913894,0.4829979,-1.5364306,-1.7949709,1.1392331,-1.0677905,0.1102252,-0.02696751,0.89580166,-0.11083267,-0.07048277
9,-8.765707,0.86810654,2.0197172,-3.306168,-2.5363054,-0.76483124,1.2831846,-0.9905964,-0.7189538,-1.4070226,0.13505189
10,-5.3284054,-5.510682,-1.7202568,2.7206776,1.682291,-3.575899,0.88980687,-0.043240782,0.34001783,-1.6337104,-0.31946987
11,-4.4895988,0.9316591,1.292014,0.5994039,-1.0343262,-0.55808884,-3.0413597,-0.8857071,0.80427235,-1.6020681,0.07423579
12,-8.938896,-5.753081,2.1747346,0.69233537,-2.2883575,0.1374017,-0.44877744,-0.02986776,-0.1088198,1.2199935,0.06817827
13,-4.7205734,-2.827482,-0.61437356,-1.6811305,0.22856408,-1.2733513,0.0032739118,1.7210554,-0.030444387,-1.1935413,0.1766048
14,-9.088533,0.5247553,0.19648382,-0.895371,0.040383868,1.6597737,-2.2191558,-0.66766566,0.02493411,0.2468023,0.13162513
15,-3.515561,0.12934318,-1.734325,-0.62191945,0.5443503,-1.4390296,-2.0434916,0.47563043,-0.116509914,-1.6081486,0.015522041
16,-4.799823,2.3426807,-0.3917456,0.4747293,-1.7354487,0.9789258,-0.14198203,0.8136056,2.112379,-1.7271763,-0.022876427
17,-12.828097,-1.0020403,1.958272,3.661634,-3.5040967,1.0084468,-1.3720808,-2.3412504,0.46144617,-2.5447762,0.10718972
18,-9.580185,-2.859748,-2.0858645,-2.5295243,1.212348,1.3479521,-0.24423784,1.2020493,1.43481,1.6469766,-0.09599666
19,-7.878974,0.59116346,-3.2514503,2.1689622,1.3046803,0.8793677,-1.3644454,-0.1017159,-0.98580015,-0.38381568,0.112559125
20,-6.0236077,3.979472,-1.1637607,0.49040788,2.250748,-0.6741767,-1.1175437,0.65124184,0.36759698,0.4179964,0.24966618
21,-8.51533,2.5830724,0.626559,-3.1039279,-3.7795157,1.4004452,2.0925274,-1.6826118,-1.9129032,-0.90643394,-0.251384
22,-2.293988,1.6925651,0.54418105,-0.057626728,0.80288386,-1.9486572,-0.11343208,0.7313922,0.28416428,-0.3824907,0.045458287
23,-2.0841422,2.722196,0.29861927,-0.13497593,-0.33683488,-0.47207367,-0.6876786,0.7764044,-0.9183357,-1.089014,0.1551595
24,-2.5256789,-0.31268468,-2.4923034,-1.1211699,-0.8335944,-2.0007112,-1.3299968,-0.113163,-0.5746603,-1.3932197,-0.08030329
25,-8.172835,-1.3729368,-3.5362544,-0.4082198,2.1039095,-1.4239548,-1.550873,1.4342883,0.44396302,0.023013702,0.02175148
26,-10.285968,-4.861378,4.5927258,1.5900038,-0.3438269,0.3316509,-0.9125273,-0.56550205,1.0614634,2.7142408,0.0055584665
27,-9.788869,0.35232797,-1.1393579,2.9954824,0.9122941,0.08473526,1.1119952,-1.9191816,0.39868495,-0.8521114,-0.081709996
28,-5.175969,1.7304261,-2.6694698,-1.8068877,1.4083837,-1.3849761,0.30108947,1.0830957,0.90743047,-0.9889271,-0.012032472
29,-4.8782597,1.7863146,0.6004407,-1.874249,-1.9003408,-0.40176788,1.1058029,0.1592503,2.102822,-0.079955034,0.079949506
30,-7.6077237,1.142294,-0.310449,0.60974,0.58033085,0.5351962,-2.3959079,-1.9754169,1.0654259,-1.0762489,-0.19481128
31,-11.055239,-3.4284482,-1.0171582,3.8345098,-0.6482282,-0.7489246,-0.06849292,1.6323699,0.7515255,-3.4157534,0.11663155
32,-8.452678,3.868276,1.5926905,0.30424672,0.24691765,-0.52403075,0.59986836,-1.4930487,-1.3389704,1.3197788,0.06218773
33,-2.521851,0.4206398,0.34499994,-1.4816681,0.2011552,-1.5885417,-0.44436294,-0.8538435,-0.2416584,-1.1403477,0.06486317
34,-8.80398,1.322213,-2.2547734,-2.8845167,3.281516,-1.7437572,1.0172744,1.4706953,2.681761,0.7630275,-0.13588029
35,-10.448115,-4.3854275,-1.8932112,-0.27801403,-3.2872396,-1.2114204,1.3369042,1.4397597,0.42161542,-0.398437,-0.34267914
36,-6.4515314,1.8475765,0.539585,-1.6557381,0.84661466,2.315876,-1.5087613,-0.07875903,2.8645325,-1.0749007,0.34689978
37,-6.5713215,-2.3673575,3.593852,-1.2884564,-0.50662804,1.7918966,-0.7664253,-0.45016664,-0.54537797,-0.19610696,-0.11812062
38,-6.755639,-1.6051673,-3.9561715,-2.861169,0.8821236,-0.8928941,-0.0422146,0.6533069,0.555758,-0.14994483,0.2128189
39,-1.1028637,1.6721172,0.83690065,-0.8914041,0.6941737,-1.3411114,-0.44974568,-0.110313974,0.4730234,-0.6396785,0.06912252
40,-8.536319,0.58065826,-0.80224615,-0.41850126,0.6979043,-2.3402774,-1.6324954,-1.4633402,-1.8814191,1.3290608,0.23737408
41,-3.5763562,2.7342007,0.31914964,1.4723133,0.3525074,2.2635927,0.015424848,-1.2058136,1.1151102,-1.2226691,0.10004474
42,-3.0299678,3.3719735,0.5775006,-0.7803445,-1.3569635,-1.5548416,-0.10118081,0.97264886,0.10047352,-0.40007493,-0.10315683
43,-9.466816,-1.2981316,-1.8871684,2.8395507,-0.77541494,0.7392886,-1.6468159,0.7054237,1.0711676,-1.3757813,0.1357216
44,-3.4353147,-1.4276364,2.4152935,-1.1595792,0.3391819,-0.6575699,-0.76183206,-0.6614626,1.1033933,1.6748712,0.19946791
45,-6.7233815,-3.516762,0.36017585,-0.2089163,0.56346834,-3.3126688,-0.19043455,3.686383,-1.6369529,1.4492811,0.0701579
46,-6.3128667,4.0108886,-0.28086427,-0.0038091158,0.28936234,-1.3685325,0.16026035,0.17582631,-1.2632699,0.1696292,0.26961428
47,-7.8632812,2.4067707,2.7181697,1.6603563,0.026430711,-0.7254924,-1.0396328,-1.0633737,0.045319133,-0.12170047,0.18215582
48,-7.8324995,1.0982122,-1.9527164,-2.9799883,-2.5333369,0.32573208,2.4285884,-1.2461839,1.1570295,0.7463152,0.12903279
49,-5.5471582,2.4511147,1.0996931,1.4844512,0.8361533,-0.6613816,-0.7153814,-2.6839442,-1.0326587,-0.7093743,-0.13480467
50,-4.7422976,-1.3734361,-1.5087074,0.21550658,0.6973444,-2.187036,-2.1662476,-0.7673025,-0.62562495,-0.27612373,-0.010076577
51,-12.601684,-1.5476671,2.7786608,-2.5494606,-3.0317962,1.9333769,-1.6837952,-1.3054769,-1.3679001,2.018983,-0.3646454
52,-8.419553,0.1166264,0.15054844,-3.446496,2.282092,-0.20477259,0.25526407,-1.3083192,-1.1783079,-0.20635173,-0.116586216
53,-4.1187725,0.021115685,1.2123774,-1.682373,1.1573808,-2.1515834,-0.6353399,1.1128703,1.1555393,2.100319,0.1293349
54,-4.8129244,-0.9808098,0.5065808,-2.0429215,0.09018981,-1.3371646,-1.7294158,0.109408766,-0.8265545,-0.19366416,-0.026057323
55,-5.937538,-2.2105033,0.53110814,-1.7360437,0.9798274,-1.1315627,-0.9490932,-0.21769555,1.0051936,1.3258979,0.094231665
