-0.81561,-1.6223,-0.53715,1.4128,-1.2361,-0.9858,2.0103,1.743,-3.0343,-1.9622,1,
-6.5722,-2.6731,1.5336,1.2559,-1.9062,0.29391,1.6948,0.4003,-1.2807,0.40758,0,
-8.684,3.3878,-2.3498,2.4246,-0.42082,-1.4994,1.5135,0.053206,-0.73765,0.33582,0,
-8.2819,3.3062,1.7308,1.6465,-1.6996,2.8308,0.16726,-2.2896,0.091271,-0.29919,0,
-4.787,-4.3619,-3.1607,0.27605,-0.59274,-0.75091,-1.4257,0.26355,-0.17533,0.56791,0,
-3.8234,2.962,-1,-2.9381,-0.32401,0.91896,0.88289,0.72338,2.4463,-0.8003,0,
-4.6289,1.1592,1.3291,-2.5789,-1.2053,-0.88827,-1.6624,0.6049,-0.43885,-1.435,0,
-4.2495,-0.92908,2.2975,2.2415,-0.22521,1.2363,1.5183,-1.6831,-0.6278,-0.66781,0,
-3.5752,-1.2043,0.60686,-1.2257,-0.97181,-2.7714,2.4602,-1.0961,0.1138,0.41159,0,
-9.3678,-0.51419,1.0658,-2.1644,1.723,2.2944,1.9518,0.58514,-0.5048,0.81892,0,
-8.9262,-0.66543,0.052278,1.3974,-1.0866,-1.5021,1.7304,0.45471,-1.7526,-0.39984,0,
-8.3422,2.2614,-1.3019,2.2479,0.15103,-0.17612,0.44747,-0.10268,2.3692,-0.65005,0,
-9.6462,1.9182,-4.759,2.4576,-0.83016,-2.0571,2.3953,-1.0553,1.6464,1.1926,0,
-3.6657,-2.1317,-1.0042,0.8167,-0.98546,-0.60401,0.80295,-1.4773,-2.923,-1.0903,0,
-9.1774,1.7504,1.2754,-2.2543,0.22221,0.41021,-0.053258,-2.1789,-0.34806,-0.79988,0,
-6.9913,-5.4472,2.3981,-2.3287,0.42409,0.77802,-0.7432,1.4829,2.7354,-0.32552,0,
-7.2007,-2.4094,0.95663,-1.4896,0.03258,0.83481,0.046326,-0.60682,-0.26893,0.40748,0,
-4.0989,1.6294,1.421,2.1542,0.96918,1.2875,2.2221,0.97768,-0.01345,-1.5464,0,
-7.0541,1.1974,1.6591,-2.4515,-0.33795,4.8018,1.8709,-3.638,3.0244,-0.51158,0,
-5.9992,-2.8765,0.31305,-1.8956,2.09,0.11939,-1.776,-0.088699,-1.158,-0.96062,0,
-4.8267,-4.3018,-0.88702,-3.9356,0.25597,-1.1001,-0.2804,0.93702,0.85039,-1.5175,0,
-7.9704,-0.93965,-3.5662,0.089796,0.60824,1.3348,-1.8854,0.68557,-0.69824,-0.1514,0,
-9.7463,-0.77558,-4.1449,0.87047,-0.79279,0.62334,-2.3938,-0.089625,-0.011002,-0.67093,0,
-0.81946,0.47316,-3.1667,-3.889,-2.4297,-0.38605,-0.17322,1.1435,-0.89216,-0.71136,0,
-7.5242,1.2424,0.94304,-1.143,1.3599,2.533,-2.783,0.41664,0.68755,0.32754,0,
-9.5563,-2.2931,0.6044,-2.8986,1.5846,0.26494,3.3676,-3.6554,-2.4392,-1.1878,0,
-11.5017,0.19217,1.4048,1.8367,-2.4429,0.038039,-0.70416,0.85108,-0.081568,0.71483,1,
-3.0729,1.737,-0.12062,-3.8942,1.9586,-0.92023,0.67641,1.1937,0.13259,-1.4383,0,
-3.3345,2.8545,0.86427,0.85384,0.40076,0.48623,-1.0524,2.5381,-0.15436,2.5474,0,
-4.4741,-0.046828,0.37844,1.518,-3.0491,1.378,1.5633,-0.12685,1.0772,-1.4823,0,
-8.8379,2.3853,1.6474,2.1972,-1.2236,0.31325,-1.6975,-1.1659,-1.5384,1.6885,0,
-5.5074,0.23672,1.0307,-0.81252,0.40289,1.7897,1.5292,1.0521,-1.7287,-0.59686,0,
-8.8279,-0.2958,0.61748,1.0524,0.68407,-3.036,0.92271,-0.96407,-0.54068,0.44598,0,
-2.6966,0.6244,-0.00061333,-1.1859,1.7563,1.2468,0.013429,-3.7086,-0.84246,-0.054231,0,
-6.0676,2.9705,-4.7687,-3.38,-5.3007,-0.95577,-1.5236,1.4904,-2.1825,2.6859,0,
-9.1754,-2.6895,1.1775,1.7264,0.75104,-0.59616,2.1508,0.95781,-0.36105,1.3993,0,
-2.8758,2.9474,-2.1407,-1.9528,2.1474,-1.5113,-1.8439,1.2876,0.3291,-0.94332,0,
-5.4275,1.1776,-2.3937,1.47,0.21547,1.1517,-1.2362,0.011087,-0.16862,-0.17394,0,
-10.314,2.255,0.41336,1.1286,-0.59646,-0.76844,0.83192,0.32308,-0.26715,-0.8328,0,
-5.3718,0.83989,-1.0334,-2.8016,0.24463,0.96421,-0.77054,-1.4574,1.2007,-0.66061,0,
-5.8756,-4.2375,0.66033,1.1412,2.5048,-1.6826,-1.6531,-2.2833,-0.37241,-0.40814,0,
-9.975,-0.99197,-4.4437,2.1018,0.0621,-1.4426,-2.3022,-0.28917,1.0528,0.85351,0,
-5.5704,-0.63171,1.886,1.9348,-0.98027,-1.0796,-0.53886,-0.98086,-0.65492,-2.0044,0,
-2.293,1.2415,-0.43573,0.56187,-2.7504,1.2296,1.2707,-1.1406,0.94855,-0.067563,0,
-4.0122,4.9215,-5.4125,-1.1466,-0.32478,-0.40373,-0.19796,0.21156,0.79978,-0.56128,0,
-8.3359,-0.23733,-0.44344,-1.8771,0.55167,-1.3211,1.5243,0.30661,0.085678,-0.60911,0,
-7.5416,-1.5762,-1.0104,-2.8439,0.76603,-1.2503,-1.0093,-3.2405,1.0495,0.43753,0,
-7.0129,2.6229,4.2621,1.7637,-3.1361,-0.64433,-0.91007,0.23691,-1.8042,0.64871,0,
-9.052,1.5127,-3.5717,1.5496,0.49545,1.0465,-1.1695,2.1153,0.31288,2.5377,0,
-6.0882,1.8474,-1.4057,0.30961,0.3615,2.5276,0.23328,-0.58699,0.33199,0.15165,0,
-3.4333,-3.1781,-3.4376,1.5705,-2.8372,-1.5442,-0.54416,-0.37799,-0.66131,-0.71337,0,
-5.9599,-2.1824,-0.23342,2.0824,0.78053,-0.585,1.0197,1.0097,0.77465,-1.1275,0,
-8.8949,-0.67221,1.805,0.66997,0.90638,1.5469,-1.2387,0.97615,-0.077358,-0.89073,0,
-7.4857,0.22991,0.67113,-1.1579,1.7476,1.4096,0.94554,0.83869,-2.2812,-0.072135,0,
-11.2698,-2.3117,-1.086,-0.44403,1.0606,-0.15453,1.0163,2.5445,0.041564,-0.053017,0,
-6.7408,-2.6577,0.53969,2.609,-1.2642,0.69536,-0.33088,-0.30023,-2.697,1.4469,0,
-9.5785,0.80998,1.2772,1.2647,2.4148,-3.9209,-0.48457,-1.9683,0.04456,2.0728,0,
-6.8154,1.5468,-3.2884,1.5349,1.0941,-1.7436,1.842,0.55391,0.86507,-0.30254,0,
-5.1813,1.6636,-1.891,-0.36297,-2.7747,-1.7112,-1.1386,1.1826,-0.64701,-1.3292,0,
-5.1562,1.5151,-1.7996,-2.7407,-0.089712,0.78141,-2.0899,-1.541,0.098708,-1.487,0,
-6.6319,-0.23404,-1.3649,0.19134,-2.6654,0.20331,-0.34705,3.0824,2.5663,-0.66205,0,
-10.3005,0.55934,0.67763,-1.2931,1.9357,0.04008,0.15617,-1.2255,0.31717,-0.57502,0,
-7.8218,-0.22398,-2.6821,-2.6532,0.8393,0.23728,-2.7858,-0.98192,1.3816,-0.78765,0,
-7.3806,0.46091,-1.0573,2.081,1.3587,0.32762,0.024271,-0.47739,1.663,0.099912,0,
-3.2503,-4.9991,1.7696,0.34884,1.099,-1.4788,-0.40601,0.95556,0.15687,-0.0032914,0,
-9.3214,-0.6443,0.030069,2.7155,2.7657,-0.75676,-0.052482,1.0816,0.50796,2.6173,0,
-2.6598,2.7885,2.7627,-2.318,-0.8676,0.19814,-0.80865,-0.044188,1.6935,-0.28671,0,
-4.7099,1.9441,1.312,-2.2242,0.69074,-0.53447,0.69032,0.74765,-2.0352,0.61469,0,
-6.4154,0.70647,0.24771,0.99158,-0.019154,1.7248,0.11116,-0.1043,-0.31132,0.35574,0,
-10.0159,1.2938,-2.6802,-0.061346,1.2708,-0.89006,-0.047178,2.0655,-0.12942,-1.0561,0,
-3.8366,0.32438,0.74568,-1.1474,-1.193,-0.51087,1.3691,0.50458,-1.6881,-0.98983,0,
