,0,1,2,3,4,5,6,7,8,9,10
0,-4.21598,0.57775074,0.24866232,-2.4448273,-0.5416643,-0.29152215,-0.99219507,0.41316658,-0.47183946,-0.9873274,-0.021331932
1,-6.4064164,0.99673265,1.9432462,-3.1771991,0.9232434,0.74372506,0.83889306,-2.6038558,0.15597312,-1.5497967,-0.25038195
2,-3.6228473,1.4436843,-1.6767434,-0.061685722,1.6919386,-0.4548687,0.3776104,1.5949408,1.3223106,0.37088233,-0.08805866
3,-8.278557,2.6832213,-2.8016908,2.1939266,1.5345746,1.1529446,0.07289865,0.99087936,-1.3081281,1.1850852,-0.16084741
4,-6.9980836,2.011539,4.0066366,1.8959087,-0.86908096,0.062277216,1.5145555,-0.2958985,0.36091974,1.109484,0.042951506
5,-6.938237,-0.74242425,-0.47924793,-1.7566028,3.0467558,2.6775854,0.9112043,0.26279932,0.4251483,0.34636477,0.13405949
6,-7.2474737,-0.80356205,-2.4740262,-3.226383,1.5106856,1.0781059,-1.222865,2.2234087,-0.78276396,-0.8046248,-0.04370415
7,-4.358789,0.6142873,0.77913636,-1.2591188,0.05819432,-1.8527893,-1.8986096,0.7654744,-0.43236557,1.7465482,-0.18015745
8,-6.7832036,-0.13442476,2.1641192,-1.3294142,1.0900773,0.328876,2.682069,-1.4331497,0.46309218,-2.1688232,-0.17686068
9,-4.543402,0.17171693,-2.560223,-2.1982121,-0.544541,-0.6640387,-0.27933198,2.748311,-0.6726793,-0.49268234,-0.085847
10,-6.423326,-0.95055157,-0.5011299,0.45381585,-0.2764216,-2.4996295,-0.9209122,-0.5149253,-1.8056321,-0.82069594,0.119403675
11,-5.1562457,0.11339843,-0.14092496,1.8114074,1.3770064,1.2872002,-2.6818554,-0.83355796,2.2654471,-1.0874037,0.031282138
12,-2.364108,0.014168069,0.569583,-1.2114749,-0.66317075,-0.7914124,-0.09459743,-0.44420874,0.7734513,-0.9827487,0.10742859
13,-8.330606,-3.4231153,-0.35394126,0.83400625,-1.4221504,0.6827856,-0.15088205,1.2212929,-1.180996,-0.1157573,0.0099450145
14,-8.646796,-0.9661813,-3.4430819,3.1362166,-4.423137,1.1984253,-0.6573223,1.9922317,-0.3111091,-2.350569,0.27055287
15,-7.301077,2.529076,1.1113665,1.2249511,0.9340474,-2.305898,0.75978523,0.48080146,1.0484288,-0.39369744,0.16250798
16,-8.314235,2.55465,0.076228596,-1.0991875,1.4759166,1.9709988,-0.5968743,-0.00018625706,0.10537802,-0.15008633,0.15292524
17,-7.175882,0.011719584,-0.97357666,3.1764846,-3.2862,2.068705,-2.1345584,-0.011247721,1.8785383,-1.8013009,0.06900076
18,-8.883913,-0.06480429,-2.5643454,1.3938276,1.6275183,-0.14144914,-2.2719169,0.54457647,-2.173351,0.8753464,0.043988567
19,-3.9188538,1.2156225,1.3013538,0.52468765,-0.9257417,-1.5000108,0.51505095,-0.7244198,1.0727854,-0.7144776,0.015236219
20,-6.7130976,0.5886581,0.503668,-0.302606,1.8065273,-1.1288394,0.2784965,0.53233546,0.2227455,-1.034445,0.1778893
21,-1.9060284,2.7008417,0.04635594,0.0044569927,1.4044623,-0.78692293,0.088542484,1.5047117,0.9994265,-0.20216578,0.0075788144
22,-8.692277,-1.1242346,-2.263369,-0.49756485,0.7278496,-3.467163,3.118558,0.78462166,1.6711277,-2.0805626,-0.07575031
23,-8.155603,1.7426655,2.2851305,2.1850684,0.28208098,-0.4646052,2.6862335,-1.3588626,-1.7150996,0.6027749,-0.12667927
24,-7.83072,4.008016,-0.8086322,1.9412615,2.2580128,0.9130093,-1.0669203,1.5505228,0.893943,1.3466344,0.09814048
25,-7.5484653,-2.5462644,2.0837066,2.5003004,0.74490255,-0.8892022,2.0519166,-0.2689721,1.3391827,-1.2819755,0.12210021
26,-5.053561,-0.5083873,0.33972955,0.7830456,-1.2927166,-1.4001364,-2.5758972,-0.68489206,-0.14309834,-0.9511924,-0.10971788
27,-7.675143,0.22676785,1.0371221,-0.7783438,-1.0058748,2.5729296,-2.0460405,0.107207276,-1.4909952,-0.47996193,-0.15502962
28,-7.233717,5.7850523,-1.9669001,1.1801355,0.37230828,0.50718486,0.75429183,2.1245668,0.30438957,-0.012852906,0.38780046
29,-7.2710333,0.8795571,2.1166162,0.8788971,0.47977105,-0.41739282,-0.4142461,0.3292951,-2.0056987,2.0514584,0.16665106
30,-3.4165096,2.326128,-0.5165614,-0.57584614,-1.2373241,-1.6612915,1.2009429,0.44043297,0.6931923,-0.63849413,-0.058202773
31,-1.8950108,3.2230434,1.6312037,0.6116515,-0.011766782,0.14577276,-0.65959734,0.2411224,-0.454637,-0.42953372,0.0522274
32,-10.319057,1.9456463,-3.8296993,-5.795285,-7.513665,0.11778506,1.6575457,-1.1376063,0.4210827,2.6592321,0.012878662
33,-8.590853,0.48001367,1.7892674,2.4766426,-4.9316463,1.1058567,-0.95031416,-0.86609966,-1.4479779,-1.5034636,0.3534279
34,-10.390219,-1.6040891,2.0300412,3.6548831,0.97499037,-3.1201549,3.5300937,1.1084872,-1.2851739,-0.013891925,0.24584983
35,-6.517565,2.641498,0.42231998,0.68260187,-0.14837748,-0.75277317,-0.27519175,1.3023977,0.4433171,-0.14323239,0.011833461
36,-8.486804,1.2264082,2.2752142,-0.17767774,-0.21311896,0.22712564,-0.77936184,0.96026987,-1.1874939,2.5070882,0.02103379
